,"10,000 Emerald Pools",7,Adventure Of A Lifetime,Alaska,All The Pretty Girls,America's Sweetheart,Angela,Arsonist's Lullabye,"Atlas, Rise!",Believer,Blame,Brace For Impact (Live A Little),Brand New,Chain Breaker,Cocoon,Cold Cold Cold,Dancing On Glass,Death Of A Bachelor,Die Young,Ditmas,"Do It, Try It",Don't Threaten Me With A Good Time,Emperor's New Clothes,Ex's & Oh's,Feed The Machine,Feel It Still,Fire Escape,Genghis Khan,Gone,Good Girls,HandClap,Happy Song,Hard Love,Hated,Heathens,Heavy,Heavydirtysoul,Help,Here's To The Heartache,Hot Thoughts,How Did You Love,Human,Hymn For The Weekend,Hypnotised,In The Dark,Keeping Your Head Up,Kiss This,LA Devotee,Let It Go,Let You Down,Lost On You,Love,Love Is Mystical,Love On The Weekend,Mess Around,Message Man,Middle Fingers,Monster,Mountain At My Gates,My Name Is Human,Never Again,Nimble Bastard,On Hold,Ophelia,Past Lives,Renegades,Ride,Rise,Saint Cecilia,Shine,Somebody Else,Spirits,Stars,Start A Riot,State Of My Head,Still Breathing,Still Feel Like Your Man,Stressed Out,Sucker For Pain,Sweet Disaster,Tearing Me Up,Testify,The Less I Know The Better,The Light,The Sound,The Sound Of Silence,Trip Switch,UGH!,Unsteady,Victorious,Walking On A Dream,Wash It All Away,Waste A Moment,Way Down We Go,Wild Horses,Wish I Knew You,Woman Woman,You And I
126,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Can't keep my hands to myself\nThink I'll dust 'em off, put 'em back up on the shelf\nIn case my little baby girl is in need\nAm I coming out of left field?"", ""Ooh woo, I'm a rebel just for kicks, now"", 'I been feeling it since 1966, now', ""Ooh woo, I'm a rebel just for kicks, now"", ""Let me kick it like it's 1986, now"", 'Leave it with a baby sitter, mama, call the grave digger', 'Gone with the fallen leaves\nAm I coming out of left field?', '[Chorus 2]', ""Ooh woo, I'm a rebel just for kicks, now"", 'I been feeling it since 1966, now', ""Ooh woo, I'm a rebel just for kicks, now"", ""Let me kick it like it's 1986, now"", 'We could fight a war for peace', ""(Ooh woo, I'm a rebel just for kicks, now)"", 'Give in to that easy living\nGoodbye to my hopes and dreams\nStart flipping for my enemies\nWe could wait until the walls come down', ""(Ooh woo, I'm a rebel just for kicks, now)"", ""It's time to give a little to the kids in the middle\nBut, oh until it falls\nWon't bother me"", 'Is it coming?\nIs it coming?\nIs it coming?\nIs it coming?\nIs it coming?\nIs it coming back?', ""Ooh woo, I'm a rebel just for kicks, yeah"", ""Ooh woo, I'm a rebel just for kicks, now"", ""I've been feeling it since 1966, now"", ""Ooh woo, I'm a rebel just for kicks, now"", ""Let me kick it like it's 1986, now"", ""Might be over now, but I feel it still\nMight've had your fill, but I feel it still""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,"[""All the pretty girls like Samuel\nOh he really doesn't share\nThough it's more than he can handle\nLife is anything but fair, life is anything but fair"", ""Just as soon as they turn older\nHe'll come and sweep them off their feet"", ""It's only making me feel smaller\nAll the hidden love beneath"", ""So won't you lay me, won't you lay me down\nWon't you lay me, won't you lay me down\nWon't you lay me, won't you lay me down\nWon't you lay me, won't you lay me down"", ""I have waited, I have waited\nTakes a toll, one's foolish pride""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['We found a message in a bottle we were drinking', ""And I'll be dreamin' of the next time we can go\nInto another serotonin overflow""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""I can't hold on\nTo an empty space"", ""Now you've found a new star to orbit\nIt could be love"", ""I think you're too soon to call us old\nWhen and where did we go cold?\nI thought I had you on hold"", 'And every time I let you leave\nI always saw you coming back to me', 'When and where did we go cold?\nI thought I had you on hold', ""[Post-Chorus 1: Oliver Sim & Hall & Oates]\nWhere does it stop, where does it stop\nWhere do you dare me to (draw the line)?\nYou've got the body, you've got the body\nDare me to, dare me to\nWhere does it stop, where does it stop\nWhere do you dare me to (draw the line)?\nYou've got the body, you've got the body\nYou've got the body, you've got the body"", 'I thought I had you on hold', ""Where does it stop, where does it stop\nWhere do you dare me to (draw the line)?\nYou've got the body, you've got the body\nDare me to, dare me to\nWhere does it stop, where does it stop\nWhere do you dare me to (draw the line)?\nYou've got the body, you've got the body\nDare me to, dare me to"", 'My young heart chose to believe\nWe were destined\nYoung hearts\nAll need love\nCall it a lesson', 'The stars and the charts\nAnd the cards make sense\nOnly when we want them to\nWhen I lie awake staring in to space\nI see a different view', ""Now you've found a new star to orbit\nIt could be love"", ""I think you're too soon to call us old\nWhen and where did we go cold?\nI thought I had you on hold"", 'And every time I let you leave\nI always saw you coming back to me', 'I thought I had you on hold\nI thought I had you on hold\nI thought I had you on hold', ""Where does it stop, where does it stop\nWhere do you dare me to (draw the line)?\nYou've got the body, you've got the body\nDare me to, dare me to\nWhere does it stop, where does it stop\nWhere do you dare me to (draw the line)?\nYou've got the body, you've got the body\nYou've got the body, you've got the body\nWhere does it stop, where does it stop\nWhere do you dare me to (draw the line)?\nYou've got the body, you've got the body\nDare me to, dare me to\nWhere does it stop, where does it stop\nWhere do you dare me to (draw the line)?\nYou've got the body, you've got the body\nDare me to, dare me to"", 'And every time I let you leave\nI always saw you coming back to me', 'I thought I had you on hold\nI thought I had you on hold\nI thought I had you on hold']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,"['Eh-ah, eh-ah, eh-ah, eh-oh\nEh-ah, eh-ah, oh\nEh-ah, eh-ah, eh-ah, eh-oh\nEh-ah, eh-ah, oh', ""I messed it up as always, I'm afraid of losing, I'm afraid of losing"", ""And I don't how to get along\nWith myself when I'm weakened\nWhen I'm weakened"", ""So let's go back to our cocoon"", 'On the blackened afternoon', ""So let's go back to our cocoon"", 'On the blackened afternoon', 'Eh-ah, eh-ah', 'Eh-ah, eh-ah', ""Solid as I'm waving, solid as I'm waving\nSo I became a liar, I've been underrating"", ""But there's so many things we could do\nAnd all we need is escaping, escaping"", ""So let's go back to our cocoon"", 'On the blackened afternoon', ""So let's go back to our cocoon"", 'On the blackened afternoon', 'Eh-ah, eh-ah', 'Eh-ah, eh-ah', 'Eh-ah, eh-ah, oh\nEh-ah, eh-ah', ""So let's go back to our cocoon"", 'On the blackened afternoon', ""So let's go back to our cocoon"", 'On the blackened afternoon']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,"[""Doctor, look into my eyes\nI've been breathing air, but there's no sign of life"", ""My heart feels cold as ice, but it's anybody's guess"", ""Doctor, can you help me? 'Cause I don't feel right\nBetter make it fast before I change my mind"", ""Doctor, can you help me? 'Cause I don't feel right\nBetter make it fast before I change my mind"", 'Darker in the day than the dead of night', 'Cold, cold, cold, cold inside', ""Doctor, can you help me? 'Cause something don't feel right\nSomething don't feel right"", ""Sweet nurse, don't look at me that way\nI've seen those eyes before, I can tell you want to play"", 'Counselor, give me some advice', 'Tell me, how hard will I fall if I live a double life?', ""Doctor can you help me? 'Cause I don't feel right\nBetter make it fast before I change my mind"", ""Doctor, can you help me? Cause I don't feel right\nBetter make it fast, because there ain't much time"", ""Well, it's cold, cold, cold, cold inside"", 'Darker in the day than the dead of night', 'Cold, cold, cold, cold inside', ""Doctor, can you help me? 'Cause something don't feel right\nSomething don't feel right\nSomething just ain't right"", 'And as the darkness falls, it fills up both my eyes', 'My life before me like a flash in the night', 'With my arms open wide', ""Well it's cold, cold, cold, cold inside\nCold, cold, cold, cold inside\nCold, cold, cold, cold inside"", ""Doctor, can you help me? Cause something don't feel right\nSomething don't feel right\nSomething just ain't right""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Under the knife I surrendered\nThe innocence yours to consume\nYou cut it away\nAnd you filled me up with hate', 'You thought I’d forget\nBut it’s always in my head', ""You're the love that I hate"", 'The monster you made me?', ""This is the world you've created\nThe product of what I've become\nMy soul and my youth\nSeems it's all for you to use"", 'If I could take back the moment\nI let you get under my skin\nRelent or resist?', 'Seems the monster always wins', ""I've made an art of digging shallow holes\nI drop the darkness in and watch it grow"", ""I am the darkness\nI'm a monster""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,"['Larry, call a load of smoke in, I wanna lose a couple days', ""We've probably never struggled coping but I never want to"", 'Promise again that I would call her', ""Forget the time 'cause I'm 7 hours behind"", ""It's probably good I didn't call though (but I always want to)"", ""And I'd beg you, but you know I'm never home\nAnd I'd love you, but I need another year alone"", ""And I've tried to ignore it every time you phone\nBut I never come close"", ""And I don't think through things, I never get time\n'Cause I don't think things through"", 'Larry, call a load of smoke in, I wanna disappear for days', ""We've probably never struggled sleeping, but I never want to"", ""I'll promise again that I would call her"", ""Forget the time 'cause I'm 7 hours behind"", ""It's probably good I didn't call though (but I always want to)"", ""And I'd beg you, but you know I'm never home\nAnd I'd love you, but I need another year alone"", ""I've tried to ignore it every time you phone\nBut I never come close"", ""I don't think through things, I never get time\n'Cause I don't think things through\nI don't think through things, I never get time\n'Cause I don't think things through"", ""And I'd beg you, but you know I'm never home\nAnd I'd love you, but I need another second to myself"", ""I've tried to ignore it every time you phone me\nBut I never come close"", ""I don't think through things, I never get time\n'Cause I don't think things through\nI don't think through things, I never get time\n'Cause I don't think things through"", ""And I'd beg you, but you know I'm never home\nAnd I'd love you, but I need another year alone"", ""I've tried to ignore it every time you phone\nBut I never come close""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['I still feel like your man\nI still feel like your man\nI still feel\nI still feel\nI still feel like your man', 'The prettiest girl in the room she wants me\nI know because she told me so', ""She says come over\nI'd like to get to know you\nBut I just don't think I can"", '[Chorus]', 'I still keep your shampoo in my shower\nIn case you wanna wash your hair', '[Chorus]', '(Ever since the day we met, ever since the day we met)', 'Still like the letters in your name and how they feel, babe', ""Still think I'm never gonna find another you"", '[Chorus]']",,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,"['I had it all planned out before you met me\nWas gonna leave early and so swiftly', 'Maybe in a fire or crash off a ravine', 'People would weep, ""How tragic, so early""', 'I was gonna die young\nNow I gotta wait for you, honey', 'Now I gotta wait for you, honey\nNow I gotta wait for you, honey', 'I was a firecracker, baby, with something to prove', 'Now I gotta contend with the living blues', ""I could've missed it, I never knew"", ""Chain reaction but you're holding the fuse"", 'Now I gotta wait for you, honey (honey)\nNow I gotta wait for you, honey', ""Oh, I don't mind\nI got the fire\nElectric light\nSo high, so wild"", ""It's not like I chose\nNot like I tried"", 'But now I gotta wait around and watch you burn so bright', 'I had it all planned out before you met me\nI had a plan, you ruined it completely']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Dancing on the line of a dangerous love\nYou could break me overnight\nBut there's no one like us\nInsatiably insane\nEqually exchanged"", 'Going North on the one', 'Baby, come back, I know my way around your heart', ""Don't start thinking\nThings have kinda changed\nThey're different from what they are\nYou know better\nThat nothing is better than what we built together at home"", ""You can find me\nBack in California and sleeping with all the lights on\nWon't you come and turn them out?"", ""Don't start thinking\nThings have kinda changed\nThey're different from what they are\nYou know better\nThat nothing is better than what we built together at home"", ""Don't start thinking\nThings have kinda changed\nThey're different from what they are\nYou know better\nThat nothing is better than what we built together at home""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Your teeth shining so white\nLight up this side street in Shibuya tonight', 'I tell it to you slow when I want you to know', 'Last drag drug from your lips']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,"['Bitterness and burden\nCurses rest on thee\nSolitaire and sorrow\nAll eternity', 'Grudges break your back', 'Die as you suffer in vain\nOwn all the grief and the pain\nDie as you hold up the skies\nAtlas, rise!', 'How does it feel on your own?\nBound by the world all alone\nCrushed under heavy skies\nAtlas, rise!', ""Blame the world and blame your maker\nWish 'em to the undertaker\nCrown yourself the other savior\nSo you carry on"", 'Die as you suffer in vain\nOwn all the grief and the pain\nDie as you hold up the skies\nAtlas, rise!', 'How does it feel on your own?\nBound by the world all alone\nCrushed under heavy skies\nCrushed under heavy skies\nAtlas, rise!', 'Heavy is the crown', 'Hit the ground and Heaven crumbles\nAll alone the fear shall humble\nSwallow all your pride', 'Die as you suffer in vain\nOwn all the grief and the pain\nDie as you hold up the skies\nAtlas, rise!', 'How does it feel on your own?\nBound by the world all alone\nCrushed under heavy skies\nCrushed under heavy skies\nAtlas, rise!']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['All alone in a wall-less prison', 'Didn’t forget and you’re not forgiven']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,"['[Verse 1]', 'You go sleep with the fishes', 'There’s no room for you here\nThere’s no room for you here', 'Wrap your teeth around the pavement', ""'Cause your body’s a message\nSend my regards to hell"", 'Fall upon your knees, sing:\n""This is my body and soul here""', 'Don’t pin it all on me\nDon’t pin it all on me!', '[Verse 2]', 'You’ve been granted three wishes\nSay goodbye to your mother, your father, your son', 'I can hear your pulse racing from here\nSitting next to this gun beats your heart in your mouth', 'Fall upon your knees, sing:\n""This is my body and soul here""', 'Don’t pin it all on me\nDon’t pin it all on me!', 'Blame, blame, blame (I got you, I got you)\nBlame, blame, blame (I got you, I got you)\nBlame, blame, blame (I got you, I got you)\nBlame, blame, blame (I got you, I got you)', 'Fall upon your knees, sing:\n""This is my body and soul here""', 'This is my body and this is my soul!”\nFall upon your knees, sing:\n“This is my body and soul', 'Don’t pin it all on me\nDon’t pin it all on me!', '[Outro]', 'Don’t pin it all on me\nDon’t pin it all on me']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Hey! Ho! Let's Go, get some more\nLike young Ramones""]",,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['When you get older, plainer, saner\nWill you remember all the danger\nWe came from?\nBurning like embers, falling tender\nLonging for the days of no surrender\nYears ago\nAnd will you know?', ""So smoke 'em if you got 'em 'cause it's going down"", ""So smoke 'em if you got 'em 'cause it's going down""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Has it come to this?\nWe're stuck in the weeds"", 'If we really only ever get one chance to burn\nI gotta trip before I can see the finish', 'How do you see the stars from that far down?']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sober and silent, faded and violent\nHopeless, I fight to fall between']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,"['I was walking through icy streams\nThat took my breath away\nMoving slowly through westward water\nOver glacial plains', 'And I walked off you\nAnd I walked off an old me', ""And now, breathe deep\nI'm inhaling\nYou and I, there's air in between\nLeave me be\nI'm exhaling\nYou and I, there's air in between\nYou and I, there's air in between"", 'Cut my hair so I could rock back and forth\nWithout thinking of you', 'And I walked off you\nAnd I walked off an old me', ""And now, breathe deep\nI'm inhaling\nYou and I, there's air in between\nLeave me be\nI'm exhaling\nYou and I, there's air in between"", ""You and I, there's air in between\nYou and I, there's air in between""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
149,,,,,,,,,,,,,,,,,,,,,,,,,"['And carving the truth, while harvesting you to feed the machine (to feed the machine)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Stick with me Jesus through the comin' storm"", 'I promise you I will return if you take me back', ""Shine down a light on them and show a path\nI promise you they will return if you take 'em back"", 'Shine down a light on me and let me know\nAnd take me in your arms and never let me go']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Trading punches with the heart of darkness\nGoing to blows with your fear incarnate\nNever gone until it's stripped away\nA part of you has gotta die to change"", ""In the morning you gon' need an answer\nAin't nobody gonna change the standard"", ""It's not enough to just feel the flame\nYou've gotta burn your old self away"", ""What don't kill ya, makes ya stronger"", ""Get back up, cuz it's a hard love"", 'hard love', ""Hold on tight a little longer\nWhat don't kill ya, makes ya stronger\nGet back up, cuz it's a hard love\nYou can't change without a fallout\nIt's gon' hurt, but don't you slow down\nGet back up, cuz it's a hard love"", 'When the wolves come and hunt me down\nI will face them off and stand my ground', ""cuz it's a hard love"", ""cuz it's a hard love"", ""It's a hard love (12x)"", ""cuz it's a hard love"", ""cuz it's a hard love\nCuz it's a hard love""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
